Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Social Sciences,School of Social Sciences,Pre-human development,59,28,11,3.43 - 3.83,3.19 - 3.89,47%,39%,
Social Sciences,School of Social Sciences,Psychology,975,460,155,3.45 - 3.85,3.29 - 3.77,47%,34%,
Social Sciences,School of Social Sciences,Sociology,439,225,35,3.46 - 3.81,3.14 - 3.73,51%,16%,
Social Sciences,School of Social Sciences,Sociology - culture and communications,39,20,8,3.55 - 3.78,3.64 - 3.76,51%,40%,
Social Sciences,School of Social Sciences,Sociology - economy and society,39,14,3,3.58 - 3.86,masked,36%,21%,
Social Sciences,School of Social Sciences,Sociology - law and society,124,59,19,3.43 - 3.74,3.32 - 3.75,48%,32%,
Social Sciences,School of Social Sciences,Sociology - science and medicine,43,22,10,3.48 - 3.84,3.27 - 3.70,51%,45%,
Social Sciences,School of Social Sciences,Urban studies & planning,86,35,10,3.48 - 3.86,3.19 - 3.75,41%,29%,
Undeclared,Undergraduate Education,Undeclared,528,487,129,3.50 - 3.81,3.48 - 3.79,92%,26%,
Undeclared,Undergraduate Education,Undeclared - social science,20,10,3,3.59 - 3.96,masked,50%,30%,
