Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,College Of Agric & environ sciences,Viticulture & enology,23,13,13,3.25 - 3.72,3.25 - 3.72,57%,100%,
Life Sciences,College Of Agric & environ sciences,"Wildlife, fish & conservation biology",54,40,28,3.14 - 3.59,3.19 - 3.59,74%,70%,
Life Sciences,College Of Biological sciences,Biochemistry- molecular biology,459,267,84,3.39 - 3.88,3.26 - 3.75,58%,31%,
Life Sciences,College Of Biological sciences,Biological sciences,859,404,150,3.33 - 3.78,3.26 - 3.74,47%,37%,
Life Sciences,College Of Biological sciences,Cell biology,111,54,16,3.42 - 3.86,3.24 - 3.73,49%,30%,
Life Sciences,College Of Biological sciences,"Evolution, ecology & biodiversity",46,22,11,3.35 - 3.69,3.21 - 3.76,48%,50%,
Life Sciences,College Of Biological sciences,Genetics and genomics,75,42,18,3.38 - 3.80,3.29 - 3.66,56%,43%,
Life Sciences,College Of Biological sciences,Microbiology,80,40,16,3.41 - 3.75,3.40 - 3.63,50%,40%,
Life Sciences,College Of Biological sciences,"Neurobiology, physiology, & behavior",284,152,51,3.33 - 3.82,3.28 - 3.70,54%,34%,
Other Health Science,College Of Letters & science,Pharmaceutical chemistry,100,89,41,3.26 - 3.77,3.21 - 3.77,89%,46%,
Other/Interdisciplinary,College Of Agric & environ sciences,Clinical nutrition,77,56,36,3.18 - 3.64,3.17 - 3.59,73%,64%,
Other/Interdisciplinary,College Of Agric & environ sciences,Marine and coastal science,10,6,5,3.30 - 3.40,3.30 - 3.35,60%,83%,
Other/Interdisciplinary,College Of Agric & environ sciences,Nutritional science,93,58,25,3.19 - 3.65,3.32 - 3.63,62%,43%,
Other/Interdisciplinary,College Of Agric & environ sciences,Sustainable agriculture and food systems,27,25,20,3.33 - 3.84,3.32 - 3.81,93%,80%,
Other/Interdisciplinary,College Of Letters & science,Classical civilization,5,5,3,3.30 - 3.72,masked,100%,60%,
Other/Interdisciplinary,College Of Letters & science,Cognitive science,192,133,40,3.32 - 3.76,3.27 - 3.60,69%,30%,
Other/Interdisciplinary,College Of Letters & science,Communication,659,417,83,3.41 - 3.84,3.26 - 3.69,63%,20%,
Other/Interdisciplinary,College Of Letters & science,Science & technology studies,15,4,4,masked,masked,27%,100%,
Physical Sciences/Math,College Of Agric & environ sciences,Atmospheric sciences,9,6,3,3.24 - 3.55,masked,67%,50%,
Physical Sciences/Math,College Of Agric & environ sciences,Hydrology,6,3,3,masked,masked,50%,100%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,150,127,27,3.43 - 3.90,3.19 - 3.66,85%,21%,
Physical Sciences/Math,College Of Letters & science,Applied physics,60,47,20,3.23 - 3.64,3.09 - 3.61,78%,43%,
Physical Sciences/Math,College Of Letters & science,Chemical physics,7,6,3,3.21 - 3.50,masked,86%,50%,
Physical Sciences/Math,College Of Letters & science,Chemistry,219,179,71,3.17 - 3.76,3.05 - 3.58,82%,40%,
Physical Sciences/Math,College Of Letters & science,Geology,31,27,11,3.26 - 3.66,3.04 - 3.74,87%,41%,
Physical Sciences/Math,College Of Letters & science,Mathematical analytics and operations research,56,50,10,3.34 - 3.85,3.22 - 3.49,89%,20%,
Physical Sciences/Math,College Of Letters & science,Mathematics,314,240,55,3.34 - 3.83,3.08 - 3.59,76%,23%,
Physical Sciences/Math,College Of Letters & science,Mathematics & science computation,50,39,10,3.37 - 3.73,3.06 - 3.64,78%,26%,
Physical Sciences/Math,College Of Letters & science,Physics,110,85,17,3.10 - 3.75,2.95 - 3.58,77%,20%,
Physical Sciences/Math,College Of Letters & science,Statistics,185,166,47,3.47 - 3.91,3.26 - 3.69,90%,28%,
Social Sciences,College Of Agric & environ sciences,Ecological management and restoration,21,15,7,3.30 - 3.85,3.37 - 3.90,71%,47%,
Social Sciences,College Of Agric & environ sciences,Human development,128,94,57,3.33 - 3.76,3.20 - 3.72,73%,61%,
Social Sciences,College Of Letters & science,African-american studies,20,15,4,3.16 - 3.54,masked,75%,27%,
Social Sciences,College Of Letters & science,American studies,11,10,4,3.35 - 3.62,masked,91%,40%,
Social Sciences,College Of Letters & science,Anthropology,254,202,46,3.23 - 3.78,3.11 - 3.70,80%,23%,
Social Sciences,College Of Letters & science,Asian american studies,23,20,3,3.24 - 3.74,masked,87%,15%,
Social Sciences,College Of Letters & science,Chicana/0 studies,40,30,9,3.17 - 3.61,2.97 - 3.51,75%,30%,
Social Sciences,College Of Letters & science,East asian studies,94,75,4,3.43 - 3.85,masked,80%,5%,
Social Sciences,College Of Letters & science,Economics,"1,837","1,308",285,3.42 - 3.83,3.28 - 3.63,71%,22%,
Social Sciences,College Of Letters & science,"Gender, sexuality, and women's studies",59,46,14,3.30 - 3.78,3.20 - 3.58,78%,30%,
Social Sciences,College Of Letters & science,International relations,187,127,32,3.38 - 3.76,3.24 - 3.55,68%,25%,
Social Sciences,College Of Letters & science,Native american studies,13,11,3,3.12 - 3.42,masked,85%,27%,
Social Sciences,College Of Letters & science,Political science,641,464,106,3.38 - 3.84,3.27 - 3.60,72%,23%,
Social Sciences,College Of Letters & science,Political science - public service,183,123,29,3.40 - 3.83,3.27 - 3.59,67%,24%,
Social Sciences,College Of Letters & science,Psychology,"1,445",609,240,3.46 - 3.86,3.41 - 3.73,42%,39%,
Social Sciences,College Of Letters & science,Sociology,624,394,105,3.37 - 3.82,3.19 - 3.68,63%,27%,
Social Sciences,College Of Letters & science,Sociology/organizational studies,149,88,19,3.36 - 3.77,3.31 - 3.65,59%,22%,
