Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,School of Arts & Humanities,Art history/criticism,65,31,5,3.45 - 3.85,3.37 - 3.84,48%,16%,
Arts & Humanities,School of Arts & Humanities,Drama,141,62,21,3.46 - 3.84,3.46 - 3.73,44%,34%,
Arts & Humanities,School of Arts & Humanities,History,321,165,24,3.46 - 3.88,3.15 - 3.61,51%,15%,
Arts & Humanities,School of Social Sciences,Linguistics,112,63,9,3.46 - 3.83,3.40 - 3.82,56%,14%,
Arts & Humanities,School of Arts & Humanities,"Literature, english/american",155,83,15,3.38 - 3.80,3.24 - 3.78,54%,18%,
Arts & Humanities,School of Arts & Humanities,Literature/writing,141,61,14,3.40 - 3.78,3.23 - 3.64,43%,23%,
Arts & Humanities,School of Arts & Humanities,Music,36,14,3,3.36 - 3.78,masked,39%,21%,
Arts & Humanities,School of Arts & Humanities,Philosophy,232,123,10,3.48 - 3.85,3.32 - 3.85,53%,8%,
Arts & Humanities,School of Arts & Humanities,Studio art,114,56,18,3.43 - 3.79,3.09 - 3.78,49%,32%,
Arts & Humanities,School of Arts & Humanities,Visual arts - media,199,96,45,3.37 - 3.89,3.34 - 3.89,48%,47%,
Business,School of Social Sciences,Management science,184,100,35,3.50 - 3.90,3.41 - 3.77,54%,35%,
Computer Science,Jacobs School of Engineering,Computer science,865,216,104,3.75 - 4.00,3.69 - 3.93,25%,48%,
Engineering,Jacobs School of Engineering,Aerospace engineering,138,43,17,3.62 - 3.91,3.67 - 3.80,31%,40%,
Engineering,Jacobs School of Engineering,Bioengineering,102,27,11,3.86 - 4.00,3.89 - 3.94,26%,41%,
Engineering,Jacobs School of Engineering,Bioengineering (biotech),52,25,15,3.60 - 3.88,3.62 - 3.82,48%,60%,
Engineering,Jacobs School of Engineering,Chemical engineering,155,58,5,3.81 - 4.00,3.79 - 3.86,37%,9%,
Engineering,Jacobs School of Engineering,Computer engineering,189,58,21,3.74 - 3.99,3.60 - 3.90,31%,36%,
Engineering,Jacobs School of Engineering,Electrical engineering - bs,328,118,24,3.68 - 3.97,3.59 - 3.83,36%,20%,
Engineering,Jacobs School of Engineering,Environmental engineering,49,26,7,3.40 - 3.81,3.66 - 3.83,53%,27%,
Engineering,Jacobs School of Engineering,Mechanical engineering,437,117,19,3.74 - 3.96,3.66 - 3.92,27%,16%,
Engineering,Jacobs School of Engineering,Nanoengineering,62,37,16,3.53 - 3.75,3.49 - 3.74,60%,43%,
Engineering,Jacobs School of Engineering,Structural engineering,132,67,26,3.53 - 3.84,3.47 - 3.74,51%,39%,
Life Sciences,School of Biological Sciences,Biochemistry & cell biology,443,255,81,3.56 - 3.91,3.46 - 3.82,58%,32%,
Life Sciences,School of Biological Sciences,Biology,556,233,96,3.48 - 3.85,3.46 - 3.88,42%,41%,
Life Sciences,School of Physical Sciences,Chemistry - bioinformatics,9,7,3,3.36 - 3.91,masked,78%,43%,
Life Sciences,School of Biological Sciences,"Ecology, behavior & evolution",57,19,6,3.50 - 3.63,3.48 - 3.60,33%,32%,
Life Sciences,School of Physical Sciences,Environmental systems - environmental chemistry,15,9,5,3.37 - 3.80,3.37 - 3.86,60%,56%,
Life Sciences,School of Physical Sciences,Environmental systems - environmental policy,51,25,3,3.37 - 3.78,masked,49%,12%,
Life Sciences,School of Biological Sciences,Human biology,458,230,92,3.51 - 3.87,3.43 - 3.78,50%,40%,
Life Sciences,School of Biological Sciences,Marine biology,85,32,21,3.45 - 3.75,3.30 - 3.69,38%,66%,
Life Sciences,School of Biological Sciences,Microbiology,92,40,11,3.42 - 3.78,3.14 - 3.51,43%,28%,
Life Sciences,School of Biological Sciences,Molecular biology,111,61,11,3.54 - 3.90,3.40 - 3.74,55%,18%,
Life Sciences,School of Biological Sciences,Physiology & neuroscience,244,95,27,3.51 - 3.86,3.38 - 3.67,39%,28%,
Other Health Science,Herbert Wertheim School of Public Health,Global health,76,45,20,3.29 - 3.79,3.24 - 3.68,59%,44%,
Other/Interdisciplinary,School of Social Sciences,Cognitive science,164,83,45,3.32 - 3.74,3.25 - 3.67,51%,54%,
Other/Interdisciplinary,School of Social Sciences,Communication arts,"1,091",549,152,3.43 - 3.80,3.39 - 3.71,50%,28%,
Other/Interdisciplinary,School of Arts & Humanities,Interdisciplinary computer & the arts,11,6,5,3.40 - 3.80,3.30 - 3.81,55%,83%,
Other/Interdisciplinary,School of Social Sciences,International studies - economics,160,106,47,3.24 - 3.74,3.16 - 3.70,66%,44%,
Other/Interdisciplinary,School of Social Sciences,International studies - international business,399,186,79,3.41 - 3.82,3.20 - 3.74,47%,42%,
Other/Interdisciplinary,School of Social Sciences,International studies - linguistics,22,10,3,3.15 - 3.70,masked,45%,30%,
Other/Interdisciplinary,School of Social Sciences,International studies - political science,113,59,12,3.47 - 3.76,3.21 - 3.65,52%,20%,
Other/Interdisciplinary,School of Social Sciences,International studies - sociology,63,40,10,3.46 - 3.80,3.48 - 3.66,63%,25%,
Other/Interdisciplinary,School of Physical Sciences,Pre-mathematics - computer science,160,127,53,3.43 - 3.77,3.42 - 3.78,79%,42%,
Physical Sciences/Math,School of Physical Sciences,Applied mathematics,180,111,23,3.56 - 3.88,3.24 - 3.73,62%,21%,
Physical Sciences/Math,School of Physical Sciences,Chemistry,295,178,55,3.38 - 3.76,3.19 - 3.72,60%,31%,
Physical Sciences/Math,School of Physical Sciences,Chemistry - biochemistry,173,104,45,3.46 - 3.92,3.37 - 3.84,60%,43%,
Physical Sciences/Math,School of Physical Sciences,Earth sciences,37,10,7,3.17 - 3.76,3.07 - 3.74,27%,70%,
Physical Sciences/Math,School of Physical Sciences,Mathematics,293,179,48,3.47 - 3.88,3.37 - 3.79,61%,27%,
Physical Sciences/Math,School of Physical Sciences,Mathematics/economics,197,121,30,3.63 - 3.94,3.36 - 3.88,61%,25%,
Physical Sciences/Math,School of Physical Sciences,Molecular synthesis,9,6,3,3.48 - 3.67,masked,67%,50%,
Physical Sciences/Math,School of Physical Sciences,Natural sciences,72,29,7,3.29 - 3.66,3.18 - 3.61,40%,24%,
Physical Sciences/Math,School of Physical Sciences,Pharmacological chemistry,108,60,31,3.41 - 3.80,3.27 - 3.59,56%,52%,
Physical Sciences/Math,School of Physical Sciences,Physics,157,87,14,3.41 - 3.89,3.29 - 3.67,55%,16%,
Physical Sciences/Math,School of Physical Sciences,Physics (specialty in materials physics),14,12,3,3.31 - 3.71,masked,86%,25%,
Physical Sciences/Math,School of Physical Sciences,Physics with specialization in computational physics,18,13,4,3.35 - 3.58,masked,72%,31%,
Physical Sciences/Math,School of Physical Sciences,"Physics, general",11,5,3,3.51 - 3.56,masked,45%,60%,
Physical Sciences/Math,School of Physical Sciences,Probability and statistics,157,110,25,3.55 - 3.90,3.48 - 3.66,70%,23%,
Public Health,Herbert Wertheim School of Public Health,Public health,194,86,40,3.47 - 3.85,3.32 - 3.82,44%,47%,
Social Sciences,School of Social Sciences,Anthropology,160,62,10,3.41 - 3.82,2.94 - 3.70,39%,16%,
Social Sciences,School of Social Sciences,Anthropology(concentration in sociocultral anthropology),174,91,13,3.42 - 3.85,3.14 - 3.53,52%,14%,
Social Sciences,School of Arts & Humanities,Chinese studies,76,27,6,3.15 - 3.68,2.92 - 3.34,36%,22%,
Social Sciences,School of Social Sciences,Economics,"2,055","1,138",400,3.54 - 3.90,3.44 - 3.81,55%,35%,
Social Sciences,School of Arts & Humanities,Japanese studies,69,41,9,3.26 - 3.85,3.19 - 3.65,59%,22%,
Social Sciences,School of Social Sciences,Political science,478,271,50,3.42 - 3.83,3.08 - 3.56,57%,18%,
