Broad discipline,College/School,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,School of Biological Sciences,Human Biology,526,286,105,3.55 - 3.93,3.47 - 3.85,54%,37%,
Life Sciences,School of Biological Sciences,Marine Biology,140,58,37,3.21 - 3.81,3.13 - 3.79,41%,64%,
Life Sciences,School of Biological Sciences,Microbiology,116,67,25,3.58 - 3.88,3.43 - 3.74,58%,37%,
Life Sciences,School of Biological Sciences,Molecular & Cell Biology,296,196,51,3.57 - 3.97,3.47 - 3.85,66%,26%,
Life Sciences,School of Biological Sciences,Neurobiology,168,86,32,3.50 - 3.91,3.43 - 3.87,51%,37%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of Science in Public Health W/ Concentration in Community Hlth Sci,19,8,5,3.36 - 3.68,3.28 - 3.53,42%,63%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of Science in Public Health W/ Concentration in Hlth Policy and Mgmt Sc,30,15,5,3.07 - 3.61,3.07 - 3.25,50%,33%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of Science in Public Health W/ Concentration in Medicine Science,89,38,14,3.28 - 3.93,3.03 - 3.45,43%,37%,
Other Health Science,Herbert Wertheim School of Public Health,Bachelor of Science in Public Health W/Con in Epidemiology,17,11,5,3.41 - 3.79,3.49 - 3.81,65%,45%,
Other Health Science,Herbert Wertheim School of Public Health,Global Health,67,54,24,3.39 - 3.96,3.42 - 4.00,81%,44%,
Other/Interdisciplinary,School of Social Sciences,Cognitive and Behavioral Neuroscience,88,61,34,3.25 - 3.85,3.20 - 3.69,69%,56%,
Other/Interdisciplinary,School of Social Sciences,Cognitive Science,358,294,140,3.50 - 3.93,3.38 - 3.90,82%,48%,
Other/Interdisciplinary,School of Arts & Humanities,Interdisciplinary Computer & The Arts,16,7,4,3.77 - 3.87,redacted,44%,57%,
Other/Interdisciplinary,School of Social Sciences,International Studies - Economics,125,92,36,3.42 - 3.81,3.39 - 3.75,74%,39%,
Other/Interdisciplinary,School of Social Sciences,International Studies - History,22,17,4,3.32 - 3.68,redacted,77%,24%,
Other/Interdisciplinary,School of Social Sciences,International Studies - International Business,414,281,120,3.35 - 3.86,3.35 - 3.84,68%,43%,
Other/Interdisciplinary,School of Social Sciences,International Studies - Linguistics,9,7,4,3.47 - 3.91,redacted,78%,57%,
Other/Interdisciplinary,School of Social Sciences,International Studies - Political Science,58,34,5,3.39 - 3.82,2.96 - 3.50,59%,15%,
Other/Interdisciplinary,School of Social Sciences,International Studies - Sociology,62,47,10,3.43 - 3.98,3.38 - 3.95,76%,21%,
Other/Interdisciplinary,School of Social Sciences,Linguistics,76,63,12,3.54 - 4.00,3.22 - 3.72,83%,19%,
Other/Interdisciplinary,School of Social Sciences,Linguistics (Cognition & Language),20,13,4,3.37 - 3.88,redacted,65%,31%,
Other/Interdisciplinary,School of Social Sciences,Linguistics (Specialization in Speech and Language Sciences),35,29,5,3.48 - 3.87,3.85 - 3.87,83%,17%,
Other/Interdisciplinary,School of Social Sciences,Mathematics - Computer Science,265,173,61,3.59 - 3.94,3.46 - 3.84,65%,35%,
Physical Sciences/Math,School of Physical Sciences,Applied Mathematics,194,143,46,3.55 - 3.97,3.32 - 3.80,74%,32%,
Physical Sciences/Math,School of Physical Sciences,Astronomy and Astrophysics,38,15,4,3.20 - 3.84,redacted,39%,27%,
Physical Sciences/Math,School of Physical Sciences,Chemistry,190,89,28,3.41 - 3.98,3.40 - 3.69,47%,31%,
Physical Sciences/Math,School of Physical Sciences,Chemistry - Biochemistry,231,103,38,3.41 - 3.89,3.32 - 3.73,45%,37%,
Physical Sciences/Math,School of Physical Sciences,Chemistry - Environmental Science,13,3,3,3.33 - 3.75,redacted,23%,100%,
Physical Sciences/Math,School of Physical Sciences,Geosciences,27,10,3,3.41 - 3.88,redacted,37%,30%,
Physical Sciences/Math,School of Physical Sciences,Mathematics,205,131,29,3.40 - 3.93,3.28 - 3.89,64%,22%,
Physical Sciences/Math,School of Physical Sciences,Mathematics - Applied Science,33,22,9,3.47 - 3.92,3.35 - 3.65,67%,41%,
Physical Sciences/Math,School of Physical Sciences,Natural Sciences,31,17,4,3.50 - 3.89,redacted,55%,24%,
Physical Sciences/Math,School of Physical Sciences,Oceanic and Atmospheric Sciences,18,5,3,3.74 - 3.90,redacted,28%,60%,
Physical Sciences/Math,School of Physical Sciences,Pharmacological Chemistry,48,24,12,3.37 - 3.93,3.37 - 3.93,50%,50%,
Physical Sciences/Math,School of Physical Sciences,Physics,126,65,12,3.56 - 3.93,3.62 - 3.87,52%,18%,
Physical Sciences/Math,School of Physical Sciences,Probability and Statistics,122,64,10,3.73 - 4.00,3.46 - 3.77,52%,16%,
Public Health,Herbert Wertheim School of Public Health,Public Health,217,128,56,3.34 - 3.81,3.25 - 3.61,59%,44%,
Social Sciences,School of Social Sciences,Anthropology,130,99,26,3.35 - 3.88,3.10 - 3.81,76%,26%,
Social Sciences,School of Social Sciences,Anthropology With Concentration in Climate Change and Human Solutions,25,18,4,3.33 - 3.80,redacted,72%,22%,
Social Sciences,School of Social Sciences,Anthropology(Concentration in Sociocultral Anthropology),114,98,17,3.36 - 3.93,3.23 - 3.62,86%,17%,
Social Sciences,School of Social Sciences,Biological Anthropology,34,9,4,3.18 - 3.72,redacted,26%,44%,
Social Sciences,School of Social Sciences,Business Psychology,220,125,53,3.36 - 3.83,3.32 - 3.86,57%,42%,
Social Sciences,School of Arts & Humanities,Ethnic Studies,31,24,8,3.28 - 3.95,3.12 - 3.66,77%,33%,
Social Sciences,School of Social Sciences,Human Developmental Sciences,55,42,17,3.18 - 3.77,3.19 - 3.60,76%,40%,
Social Sciences,School of Social Sciences,Political Science - American Politics,36,25,6,3.62 - 3.94,3.23 - 3.70,69%,24%,
Social Sciences,School of Social Sciences,Political Science - International Relations,141,98,25,3.39 - 3.88,3.43 - 3.78,70%,26%,
Social Sciences,School of Social Sciences,Political Science - Public Law,169,130,35,3.30 - 3.82,3.19 - 3.58,77%,27%,
Social Sciences,School of Social Sciences,Political Science - Public Policy,69,55,11,3.16 - 3.88,2.89 - 3.71,80%,20%,
Social Sciences,School of Social Sciences,"Political Science /Race, Ethnicity and Politics",16,12,3,3.41 - 3.62,redacted,75%,25%,
Social Sciences,School of Social Sciences,Political Science/Data Analytics,35,28,6,3.55 - 3.89,3.77 - 3.95,80%,21%,
Social Sciences,School of Social Sciences,Psychology With A Specialization in Clinical Psychology,232,151,70,3.39 - 3.90,3.37 - 3.87,65%,46%,
Social Sciences,School of Social Sciences,Psychology With A Specialization in Cognitive Psychology,56,35,10,3.34 - 3.87,3.16 - 3.88,63%,29%,
Social Sciences,School of Social Sciences,Psychology With A Specialization in Developmental Psychology,49,27,9,3.38 - 3.89,3.12 - 3.90,55%,33%,
Social Sciences,School of Social Sciences,Psychology With A Specialization in Human Health,64,40,15,3.48 - 3.86,3.45 - 3.83,63%,38%,
Social Sciences,School of Social Sciences,Psychology With A Specialization in Social Psychology,57,34,9,3.35 - 3.90,3.22 - 3.56,60%,26%,
Social Sciences,School of Social Sciences,Sociology - Culture and Communications,34,25,6,3.26 - 3.82,2.85 - 3.48,74%,24%,
Social Sciences,School of Social Sciences,Sociology - Economy and Society,46,37,9,3.53 - 3.91,3.34 - 3.82,80%,24%,
Social Sciences,School of Social Sciences,Sociology - International Studies,21,17,4,3.57 - 4.00,redacted,81%,24%,
Social Sciences,School of Social Sciences,Sociology - Law and Society,155,106,22,3.33 - 3.87,3.16 - 3.85,68%,21%,
Social Sciences,School of Social Sciences,Sociology - Science and Medicine,39,30,6,3.50 - 3.90,2.95 - 3.32,77%,20%,
Social Sciences,School of Social Sciences,Sociology - Social Inequality,26,21,4,3.46 - 3.92,redacted,81%,19%,
Social Sciences,School of Social Sciences,Urban Studies & Planning,100,79,10,3.42 - 3.90,3.25 - 3.90,79%,13%,
