Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Physical Sciences/Math,College Of Letters & science,Geology,37,29,12,3.20 - 3.84,3.18 - 3.81,78%,41%,
Physical Sciences/Math,College Of Letters & science,Mathematical analytics and operations research,59,54,9,3.31 - 3.90,3.25 - 3.42,92%,17%,
Physical Sciences/Math,College Of Letters & science,Mathematics,290,237,70,3.29 - 3.82,3.20 - 3.61,82%,30%,
Physical Sciences/Math,College Of Letters & science,Mathematics & science computation,71,54,17,3.26 - 3.81,3.12 - 3.61,76%,31%,
Physical Sciences/Math,College Of Letters & science,Physics,118,99,22,3.25 - 3.76,3.21 - 3.83,84%,22%,
Physical Sciences/Math,College Of Letters & science,Statistics,246,219,48,3.45 - 3.90,3.24 - 3.66,89%,22%,
Social Sciences,College Of Agric & environ sciences,Human development,152,98,72,3.13 - 3.62,3.11 - 3.57,64%,73%,
Social Sciences,College Of Letters & science,Anthropology,243,154,31,3.37 - 3.80,3.25 - 3.66,63%,20%,
Social Sciences,College Of Letters & science,Asian american studies,26,16,5,3.00 - 3.59,2.98 - 3.08,62%,31%,
Social Sciences,College Of Letters & science,Chicana/0 studies,34,23,6,3.02 - 3.52,2.89 - 3.29,68%,26%,
Social Sciences,College Of Letters & science,Economics,"1,998","1,395",308,3.44 - 3.83,3.34 - 3.64,70%,22%,
Social Sciences,College Of Letters & science,"Gender, sexuality, and women's studies",41,30,5,3.15 - 3.65,2.98 - 3.80,73%,17%,
Social Sciences,College Of Letters & science,International relations,212,137,37,3.42 - 3.80,3.21 - 3.56,65%,27%,
Social Sciences,College Of Letters & science,Native american studies,6,4,3,masked,masked,67%,75%,
Social Sciences,College Of Letters & science,Political science,624,444,86,3.37 - 3.83,3.27 - 3.61,71%,19%,
Social Sciences,College Of Letters & science,Political science - public service,168,111,37,3.30 - 3.72,3.25 - 3.52,66%,33%,
Social Sciences,College Of Letters & science,Psychology,"1,400",565,257,3.43 - 3.82,3.37 - 3.74,40%,45%,
Social Sciences,College Of Letters & science,Sociology,651,422,95,3.34 - 3.81,3.25 - 3.63,65%,23%,
Social Sciences,College Of Letters & science,Sociology/organizational studies,138,81,25,3.34 - 3.81,3.23 - 3.66,59%,31%,
