Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,College Of Biological sciences,Cell biology,97,39,11,3.37 - 3.79,3.16 - 3.52,40%,28%,
Life Sciences,College Of Biological sciences,Exercise biology,85,22,16,3.36 - 3.67,3.34 - 3.62,26%,73%,
Life Sciences,College Of Biological sciences,Genetics,67,26,14,3.27 - 3.83,3.11 - 3.65,39%,54%,
Life Sciences,College Of Biological sciences,Microbiology,76,38,17,3.30 - 3.78,3.29 - 3.78,50%,45%,
Life Sciences,College Of Biological sciences,"Neurobiology, physiology, & behavior",225,95,45,3.30 - 3.86,3.18 - 3.75,42%,47%,
Other/Interdisciplinary,College Of Agric & environ sciences,Clinical nutrition,120,89,58,3.16 - 3.54,3.14 - 3.46,74%,65%,
Other/Interdisciplinary,College Of Agric & environ sciences,Ecological management and restoration,8,6,4,3.17 - 3.45,masked,75%,67%,
Other/Interdisciplinary,College Of Agric & environ sciences,International agricultural development,13,8,6,3.15 - 3.50,3.13 - 3.31,62%,75%,
Other/Interdisciplinary,College Of Agric & environ sciences,Nutritional science,134,96,59,3.17 - 3.64,3.08 - 3.61,72%,61%,
Other/Interdisciplinary,College Of Agric & environ sciences,Sustainable agriculture and food systems,22,9,4,3.36 - 3.79,masked,41%,44%,
Other/Interdisciplinary,College Of Agric & environ sciences,Viticulture & enology,35,14,14,3.14 - 3.52,3.14 - 3.52,40%,100%,
Other/Interdisciplinary,College Of Letters & science,Communication,558,200,66,3.30 - 3.76,3.23 - 3.58,36%,33%,
Physical Sciences/Math,College Of Agric & environ sciences,Atmospheric sciences,9,6,3,3.33 - 3.69,masked,67%,50%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,76,60,9,3.41 - 3.88,3.15 - 3.56,79%,15%,
Physical Sciences/Math,College Of Letters & science,Applied physics,25,18,7,3.10 - 3.82,3.16 - 3.58,72%,39%,
Physical Sciences/Math,College Of Letters & science,Chemistry,355,246,105,3.15 - 3.63,3.05 - 3.51,69%,43%,
Physical Sciences/Math,College Of Letters & science,Geology,42,28,12,3.15 - 3.72,3.12 - 3.60,67%,43%,
Physical Sciences/Math,College Of Letters & science,Mathematics,214,157,42,3.28 - 3.75,3.05 - 3.59,73%,27%,
Physical Sciences/Math,College Of Letters & science,Mathematics & science computation,18,12,3,3.22 - 3.91,masked,67%,25%,
Physical Sciences/Math,College Of Letters & science,Natural sciences,9,7,6,3.19 - 3.36,3.27 - 3.39,78%,86%,
Physical Sciences/Math,College Of Letters & science,Physics,107,76,26,3.15 - 3.73,3.09 - 3.60,71%,34%,
Physical Sciences/Math,College Of Letters & science,Statistics,51,47,12,3.37 - 3.82,2.99 - 3.41,92%,26%,
Social Sciences,College Of Agric & environ sciences,Human development,119,81,55,3.08 - 3.57,3.08 - 3.49,68%,68%,
Social Sciences,College Of Agric & environ sciences,Textiles & clothing,19,10,6,3.13 - 3.51,3.13 - 3.30,53%,60%,
Social Sciences,College Of Letters & science,African-american studies,10,6,3,3.11 - 3.40,masked,60%,50%,
Social Sciences,College Of Letters & science,American studies,13,11,3,3.24 - 3.90,masked,85%,27%,
Social Sciences,College Of Letters & science,Anthropology,300,211,66,3.18 - 3.70,3.06 - 3.63,70%,31%,
Social Sciences,College Of Letters & science,East asian studies,27,18,7,3.22 - 3.52,3.01 - 3.64,67%,39%,
Social Sciences,College Of Letters & science,Economics,"1,508","1,199",323,3.25 - 3.78,3.14 - 3.51,80%,27%,
Social Sciences,College Of Letters & science,International relations,240,82,31,3.29 - 3.71,3.13 - 3.56,34%,38%,
Social Sciences,College Of Letters & science,Middle east/south asia studies,29,23,4,3.17 - 3.60,masked,79%,17%,
Social Sciences,College Of Letters & science,Native american studies,12,10,4,3.03 - 3.63,masked,83%,40%,
Social Sciences,College Of Letters & science,Political science,499,357,123,3.13 - 3.68,3.06 - 3.44,72%,34%,
Social Sciences,College Of Letters & science,Political science - public service,72,49,20,3.19 - 3.62,3.02 - 3.34,68%,41%,
Social Sciences,College Of Letters & science,Psychology,"1,207",547,242,3.28 - 3.78,3.21 - 3.62,45%,44%,
Social Sciences,College Of Letters & science,Sociology,484,333,130,3.14 - 3.59,3.07 - 3.44,69%,39%,
Social Sciences,College Of Letters & science,Sociology/organizational studies,50,32,13,3.06 - 3.57,3.07 - 3.34,64%,41%,
Social Sciences,College Of Letters & science,Women's studies,41,20,5,3.07 - 3.52,3.02 - 3.24,49%,25%,
Undeclared,College Of Agric & environ sciences,Undeclared/exploratory agricultural science,68,15,3,3.15 - 3.59,masked,22%,20%,
