Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Other/Interdisciplinary,College Of Letters & science,Communication,604,465,82,3.37 - 3.90,3.31 - 3.81,77%,18%,
Other/Interdisciplinary,College Of Letters & science,Data science,246,151,21,3.62 - 3.95,3.41 - 3.78,61%,14%,
Other/Interdisciplinary,College Of Letters & science,Science & technology studies,14,12,5,3.28 - 3.64,3.17 - 3.53,86%,42%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,148,103,10,3.47 - 3.90,3.42 - 3.86,70%,10%,
Physical Sciences/Math,College Of Letters & science,Applied physics,33,21,6,3.34 - 3.73,3.15 - 3.90,64%,29%,
Physical Sciences/Math,College Of Letters & science,Chemistry,138,113,33,3.27 - 3.84,3.09 - 3.54,82%,29%,
Physical Sciences/Math,College Of Letters & science,Geology,29,23,6,3.40 - 3.83,3.42 - 3.78,79%,26%,
Physical Sciences/Math,College Of Letters & science,Mathematics,142,100,15,3.51 - 3.88,3.55 - 3.79,70%,15%,
Physical Sciences/Math,College Of Letters & science,Physics,61,37,6,3.41 - 3.90,3.09 - 3.68,61%,16%,
Physical Sciences/Math,College Of Letters & science,Statistics,162,143,38,3.45 - 3.91,3.35 - 3.83,88%,27%,
Public Admin,College Of Agric & environ sciences,Community & regional development,39,29,9,3.35 - 3.92,3.43 - 3.72,74%,31%,
Social Sciences,College Of Agric & environ sciences,Human development,184,135,71,3.29 - 3.83,3.19 - 3.81,73%,53%,
Social Sciences,College Of Letters & science,Anthropology,176,145,28,3.28 - 3.87,3.24 - 3.62,82%,19%,
Social Sciences,College Of Letters & science,Economics,"1,248",934,152,3.51 - 3.91,3.25 - 3.75,75%,16%,
Social Sciences,College Of Letters & science,"Gender, sexuality, and women's studies",35,23,4,3.20 - 3.80,masked,66%,17%,
Social Sciences,College Of Letters & science,International relations,147,117,18,3.36 - 3.83,3.06 - 3.63,80%,15%,
Social Sciences,College Of Letters & science,Political science,481,402,81,3.38 - 3.91,3.21 - 3.68,84%,20%,
Social Sciences,College Of Letters & science,Political science - public service,129,105,20,3.35 - 3.88,3.25 - 3.62,81%,19%,
Social Sciences,College Of Letters & science,Psychology,"1,503","1,049",348,3.50 - 3.90,3.39 - 3.85,70%,33%,
Social Sciences,College Of Letters & science,Sociology,539,433,77,3.36 - 3.84,3.28 - 3.76,80%,18%,
Social Sciences,College Of Letters & science,Sociology/organizational studies,106,78,10,3.28 - 3.79,3.09 - 3.48,74%,13%,
Undeclared,College Of Agric & environ sciences,Undeclared/exploratory agricultural science,185,56,23,3.24 - 3.79,3.05 - 3.66,30%,41%,
