Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Life Sciences,College Of Agric & environ sciences,Animal biology,65,44,29,3.18 - 3.62,3.18 - 3.64,68%,66%,
Life Sciences,College Of Agric & environ sciences,Animal science & management,10,8,6,3.12 - 3.34,3.07 - 3.31,80%,75%,
Life Sciences,College Of Agric & environ sciences,Animal sciences,205,157,117,3.21 - 3.60,3.20 - 3.59,77%,75%,
Life Sciences,College Of Agric & environ sciences,Biotechnology,38,23,12,3.33 - 3.80,3.29 - 3.63,61%,52%,
Life Sciences,College Of Agric & environ sciences,Entomology,11,9,7,3.40 - 3.76,3.40 - 3.75,82%,78%,
Life Sciences,College Of Agric & environ sciences,Environ policy analysis & planning,78,52,18,3.12 - 3.66,3.10 - 3.62,67%,35%,
Life Sciences,College Of Agric & environ sciences,Environmental horticulture & urban forestry,21,12,6,3.16 - 3.61,3.22 - 3.49,57%,50%,
Life Sciences,College Of Agric & environ sciences,Environmental science and management,126,83,37,3.24 - 3.67,3.16 - 3.61,66%,45%,
Life Sciences,College Of Agric & environ sciences,Environmental toxicology,22,16,8,3.26 - 3.78,3.32 - 3.60,73%,50%,
Life Sciences,College Of Agric & environ sciences,Food science,56,37,29,3.07 - 3.57,3.06 - 3.48,66%,78%,
Life Sciences,College Of Agric & environ sciences,Global disease biology,125,104,75,3.05 - 3.47,3.04 - 3.44,83%,72%,
Life Sciences,College Of Agric & environ sciences,Plant sciences,33,26,17,3.21 - 3.63,3.09 - 3.52,79%,65%,
Life Sciences,College Of Agric & environ sciences,Viticulture & enology,23,7,7,3.22 - 3.48,3.22 - 3.48,30%,100%,
Life Sciences,College Of Agric & environ sciences,"Wildlife, fish & conservation biology",53,41,26,3.07 - 3.59,2.99 - 3.65,77%,63%,
Life Sciences,College Of Biological sciences,Biochemistry- molecular biology,476,267,91,3.32 - 3.79,3.36 - 3.74,56%,34%,
Life Sciences,College Of Biological sciences,Biological sciences,825,373,154,3.32 - 3.78,3.26 - 3.70,45%,41%,
Life Sciences,College Of Biological sciences,Cell biology,105,54,12,3.27 - 3.80,3.23 - 3.73,51%,22%,
Life Sciences,College Of Biological sciences,"Evolution, ecology & biodiversity",48,15,5,3.39 - 3.69,3.20 - 3.73,31%,33%,
Life Sciences,College Of Biological sciences,Genetics and genomics,52,28,12,3.35 - 3.65,3.37 - 3.69,54%,43%,
Life Sciences,College Of Biological sciences,Microbiology,103,41,15,3.24 - 3.74,3.19 - 3.46,40%,37%,
Life Sciences,College Of Biological sciences,"Neurobiology, physiology, & behavior",289,140,55,3.26 - 3.75,3.24 - 3.71,48%,39%,
Life Sciences,College Of Biological sciences,Plant biology,17,9,5,3.27 - 3.82,3.31 - 3.87,53%,56%,
Other Health Science,College Of Letters & science,Pharmaceutical chemistry,112,98,42,3.26 - 3.71,3.18 - 3.50,88%,43%,
Other/Interdisciplinary,College Of Agric & environ sciences,Clinical nutrition,109,88,61,3.21 - 3.62,3.19 - 3.59,81%,69%,
Other/Interdisciplinary,College Of Agric & environ sciences,Ecological management and restoration,21,16,8,3.36 - 3.72,3.23 - 3.63,76%,50%,
Other/Interdisciplinary,College Of Agric & environ sciences,Marine and coastal science,7,3,3,masked,masked,43%,100%,
Other/Interdisciplinary,College Of Agric & environ sciences,Nutritional science,145,106,61,3.15 - 3.66,3.12 - 3.55,73%,58%,
Other/Interdisciplinary,College Of Agric & environ sciences,Sustainable agriculture and food systems,35,24,13,3.03 - 3.63,3.35 - 3.60,69%,54%,
Other/Interdisciplinary,College Of Letters & science,Cognitive science,159,124,34,3.23 - 3.71,3.02 - 3.31,78%,27%,
Other/Interdisciplinary,College Of Letters & science,Communication,690,493,102,3.29 - 3.77,3.17 - 3.54,71%,21%,
Other/Interdisciplinary,College Of Letters & science,Science & technology studies,12,6,4,2.95 - 3.15,masked,50%,67%,
Physical Sciences/Math,College Of Agric & environ sciences,Atmospheric sciences,8,6,3,3.09 - 3.54,masked,75%,50%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,130,117,24,3.23 - 3.85,3.10 - 3.55,90%,21%,
Physical Sciences/Math,College Of Letters & science,Applied physics,59,45,9,3.11 - 3.85,3.03 - 3.86,76%,20%,
Physical Sciences/Math,College Of Letters & science,Chemical physics,12,9,4,3.00 - 3.70,masked,75%,44%,
Physical Sciences/Math,College Of Letters & science,Chemistry,243,194,77,3.16 - 3.72,3.05 - 3.56,80%,40%,
Physical Sciences/Math,College Of Letters & science,Geology,34,29,10,3.12 - 3.60,3.13 - 3.64,85%,34%,
Physical Sciences/Math,College Of Letters & science,Mathematical analytics and operations research,60,54,10,3.40 - 3.94,3.03 - 3.47,90%,19%,
Physical Sciences/Math,College Of Letters & science,Mathematics,284,239,70,3.30 - 3.78,3.17 - 3.59,84%,29%,
Physical Sciences/Math,College Of Letters & science,Mathematics & science computation,59,46,17,3.26 - 3.61,3.13 - 3.37,78%,37%,
Physical Sciences/Math,College Of Letters & science,Natural sciences,33,26,7,3.06 - 3.75,3.00 - 3.10,79%,27%,
Physical Sciences/Math,College Of Letters & science,Physics,97,83,32,3.17 - 3.63,3.08 - 3.51,86%,39%,
Physical Sciences/Math,College Of Letters & science,Statistics,220,200,53,3.37 - 3.86,3.15 - 3.54,91%,27%,
Social Sciences,College Of Agric & environ sciences,Human development,166,122,73,3.20 - 3.63,3.07 - 3.59,73%,60%,
Social Sciences,College Of Agric & environ sciences,Textiles & clothing,12,9,4,3.66 - 3.85,masked,75%,44%,
Social Sciences,College Of Letters & science,Anthropology,263,195,50,3.31 - 3.76,3.14 - 3.69,74%,26%,
Social Sciences,College Of Letters & science,Asian american studies,28,20,3,3.13 - 3.63,masked,71%,15%,
Social Sciences,College Of Letters & science,Chicana/0 studies,28,18,5,3.28 - 3.74,3.30 - 3.56,64%,28%,
Social Sciences,College Of Letters & science,East asian studies,58,49,3,3.27 - 3.79,masked,84%,6%,
Social Sciences,College Of Letters & science,Economics,"1,850","1,507",358,3.36 - 3.83,3.17 - 3.61,81%,24%,
Social Sciences,College Of Letters & science,"Gender, sexuality, and women's studies",61,46,9,3.11 - 3.73,3.00 - 3.37,75%,20%,
Social Sciences,College Of Letters & science,International relations,220,165,39,3.29 - 3.82,3.21 - 3.56,75%,24%,
Social Sciences,College Of Letters & science,Middle east/south asia studies,19,10,4,3.25 - 3.83,masked,53%,40%,
Social Sciences,College Of Letters & science,Native american studies,7,6,4,3.40 - 3.65,masked,86%,67%,
Social Sciences,College Of Letters & science,Political science,547,436,104,3.27 - 3.78,3.11 - 3.46,80%,24%,
Social Sciences,College Of Letters & science,Political science - public service,182,129,36,3.21 - 3.68,3.04 - 3.51,71%,28%,
Social Sciences,College Of Letters & science,Psychology,"1,212",608,273,3.33 - 3.77,3.28 - 3.68,50%,45%,
Social Sciences,College Of Letters & science,Sociology,594,444,120,3.25 - 3.77,3.06 - 3.59,75%,27%,
Social Sciences,College Of Letters & science,Sociology/organizational studies,127,86,17,3.19 - 3.74,3.06 - 3.53,68%,20%,
Undeclared,College Of Agric & environ sciences,Undeclared/exploratory agricultural science,86,14,10,3.50 - 3.63,3.50 - 3.75,16%,71%,
